| Nombre | Modelo | DESCRIPCION | PRECIO |
| Rastreador GPS 3G con Paro GV20 | GV20 | RASTREADOR GPS PARA VEHICULOS 3G CONEXION PARO DE MOTOR E IGNICION (NO INCLUYE INSTALACION) | 999.00 |
| Kit Videoportero IP con Carcasa DS-KV6113-WPE1(C) | DS-KV6113-WPE1(C) | KIT VIDEOPORTERO IP + CARCASA PROTECTORA 2 MEGAPIXEL / POE ESTANDAR / IP65 / APERTURA DESDE HIK-CONNECT / SOPORTA 1 DEPARTAMENTO Y HASTA 6 MONITORES / SOPORTA TARJETAS MIFARE / 1 SALIDA RELAY | 3010.00 |
| Cerradura Autónoma Bluetooth ML300 | ML300 | CERRADURA AUTÓNOMA BLUETOOTH / HUELLA DIGITAL / COMPATIBLE CON SLG200 PARA ADMINISTRACIÓN POR INTERNET | 4500.00 |
| Hub Inalámbrico para Cerradura SLG-200 | SLG-200 | HUB INALÁMBRICO PARA CERRADURA ML200 Y ML300 | 1290.00 |
| Batería Alcalina AA AA | AA | BATERÍA ALCALINA AA 1.5V / NO RECARGABLE | 48.75 |
| Enlace Inalámbrico Force 200-25 FORCE200 | FORCE200 | EPMP FORCE 200-25 PARA ENLACES INALAMBRICOS EN ZONAS CON ALTA INTERFERENCIA, BAJA LATENCIA, ANTENA DE 25 DBI, 4910-5970 MHZ | 4235.00 |
| Metro Cable UTP Cat6 CABCAT6 | CABCAT6 | METRO DE CABLE UTP CAT 6 100% COBRE IDEAL PARA REDES Y CCTV | 24.00 |
| Botón de Salida con Aro Iluminado ACCESS40 | ACCESS40 | BOTÓN DE SALIDA CON ARO ILUMINADO/ IP65 / DISEÑO ESTÉTICO | 599.98 |
| Soporte PPTR 1 1/2" PTR | PTR | PPTR DE 1 1/2 PULGADAS PINTADO Y ACABADO NEGRO CON FONDO MINIO | 1200.00 |
| Panel de Alarma NEO 8/64 Zonas HS2064PCBSPA | HS2064PCBSPA | DSC HS2064PCBSPA - SERIE NEO PANEL DE ALARMA 8 / 64 ZONAS ( SOLO PANEL ) | 2248.45 |
| Cable HDMI 5m HDMI5M | HDMI5M | HDMI 5 METROS | 290.01 |
| Multicontacto 6 Entradas MUL-6 | MUL-6 | MULTICONTACTO 16 AGW DOMESTICO 6 ENTRADAS | 146.55 |
| Frente de Calle 8 Apartamentos KVL-C308I | KVL-C308I | FRENTE DE CALLE PARA 8 APARTAMENTOS, COMPATIBLE CON MONITORES DE 4 HILOS, EXPANDIBLE A 20 O 32 DEPTOS. | 3955.16 |
| Auricular Adicional KDP-601-A1M | KDP-601-A1M | AURICULAR ADICIONAL PARA UN SISTEMA DE ACCESO TELEFÓNICO. | 980.00 |
| Servicio Mantenimiento a Comunicaciones M-01-TA | M-01-TA | "SERVICIO DE MANTENIMIENTO A TARJETA DE COMUNICACIONES Y MÓDULO DE ALIMENTACIÓN, INCLUYE PIEZA DE PANEL DE CONTROL, GABINETE Y CONEXIONES)" | 1290.00 |
| Servicio Mantenimiento a Sensores M-01-SA | M-01-SA | "SERVICIO DE MANTENIMIENTO A EQUIPOS DE SISTEMA DE ALARMA TALES COMO: SENSORES, CONTACTOS MAGNÉTICOS, ENTRE OTROS)" | 1293.10 |
| Servicio Mantenimiento a Sistema de Alarma M-01-SR | M-01-SR | "SERVICIO DE MANTENIMIENTO SISTEMA DE ALARMA Y SUS COMPONENTES, REVISIÓN DE CABLEADO, ALIMENTADORES DE ENERGÍA Y SISTEMAS DE RESPALDOS" | 3680.00 |
| Servicio Mantenimiento a Cámaras TurboHD M-02-CCTV | M-02-CCTV | "SERVICIO DE MANTENIMIENTO A CÁMARAS TURBOHD, INCLUYE PIEZA DE LENTE, REVISIÓN DE CABLEADO Y AJUSTE DE IMAGEN" | 110.00 |
| Servicio Mantenimiento a DVR M-02-DVR | M-02-DVR | "SERVICIO DE MANTENIMIENTO A DVR REVISIÓN DE DISCO DURO, ACTUALIZACIÓN DE FIRMWARE A LA VERSIÓN MÁS ACTUAL" | 300.00 |
| Servicios Trimestrales S-01-SL | S-01-SL | SERVICIOS TRIMESTRALES PRESENCIALES, VIA TELEFONICA O WHATSAPP EN HORARIOS MENCIONADOS (SIN LIMITE) | 3680.00 |
| Servicio Anual Plataforma M2M VOUCHER1Y | VOUCHER1Y | SERVICIO ANUAL DE PLATAFORMA M2M PARA COMUNICADOR CON REPORTES A CENTRAL DE MONITOREO | 890.26 |
| Frente de Calle 4 Apartamentos KVL-C304I | KVL-C304I | FRENTE DE CALLE PARA 4 APARTAMENTOS | 3700.00 |
| NVR 8 Canales 8MP con PoE DS-7608NI-Q1/8P(D) | DS-7608NI-Q1/8P(D) | NVR 8 MEGAPIXEL (4K) (COMPATIBLE CON CÁMARAS ACUSENSE) / 8 CANALES IP / 8 PUERTOS POE+ / 1 BAHÍA DE DISCO DURO / SALIDA DE VÍDEO EN 4K | 3065.88 |
| Kit Enlace Punto a Punto RG-EST350V2 | RG-EST350V2 | KIT COMPLETO PUNTO A PUNTO PRE-CONFIGURADO HASTA 5 KM LISTOS PARA ENLAZAR, ADMINISTRABLE EN LA NUBE, BANDA 5GHZ AC WAVE2 MU-MIMO 2X2 HASTA 867MBPS AGREGADOS. | 4706.00 |
| Bobina Cable Cat6+ 1000m PRO-CAT-6-PLUS/1000M | PRO-CAT-6-PLUS/1000M | BOBINA DE 1000 METROS CABLE CAT6+ CALIBRE 23 ALTO DESEMPEÑO, ETL,UL, CON GARANTÍA DE POR VIDA, COLOR AZUL, SUPER FLEXIBLE, DE 1000 METROS, PARA APLICACIONES DE CCTV, VIDEO HD, Y REDES DE DATOS. | 15020.00 |
| Cámara Bala IP 4MP 80m IR DS-2CD2T43G2-4I | DS-2CD2T43G2-4I | BALA IP 4 MEGAPIXEL / LENTE 4 MM / 80 MTS IR EXIR / EXTERIOR IP67 / WDR 120 DB / POE / VIDEOANALITICOS (FILTRO DE FALSAS ALARMAS) / ULTRA BAJA ILUMINACIÓN / ONVIF | 3705.00 |
| Caja de Conexiones para Domo DS-1280ZJ-M-AX | DS-1280ZJ-M-AX | CAJA DE CONEXIONES PARA CÁMARAS TIPO DOMO | 368.00 |
| Disco Duro Purple Pro 10TB WD101PURP | WD101PURP | DISCO DURO PURPLE PRO DE 10 TB / 7200 RPM / OPTIMIZADO PARA SOLUCIONES DE VIDEOVIGILANCIA CON ANALITICOS (META DATA) / USO 24-7 / 5 AÑOS DE GARANTIA | 8004.18 |
| NVR 64 Canales 12MP DS-9664NI-I8 | DS-9664NI-I8 | NVR 12 MEGAPIXEL (4K) / 64 CANALES IP / SOPORTA CÁMARAS CON ACUSENSE / 8 BAHÍAS DE DISCO DURO / 2 PUERTOS DE RED / SOPORTA RAID CON HOT SWAP / HDMI EN 4K / SOPORTA POS | 49900.00 |
| Abrazadera Uña para Conduit Pared Gruesa 1" ANC-UE-100 | ANC-UE-100 | ABRAZADERA TIPO UÑA PARA TUBO CONDUIT PARED GRUESA DE 1" (25 MM). | 8.50 |
| Enlace Force 300-25L C050910M171A | C050910M171A | EPMP FORCE 300-25L PARA ZONAS CON ALTA INTERFERENCIA, HASTA 400+ MBPS, 4910 - 6200 MHZ, 802.11 AC WAVE2, ANTENA DE 25 DBI, LATENCIA BAJA | 3793.00 |
| Switch Monitoreable PoE+ 24+2+2SFP DS-3E1326P-EI | DS-3E1326P-EI | SWITCH MONITOREABLE POE+ / 24 PUERTOS 10/100 MBPS POE+ / 2 PUERTOS 10/100/1000 MBPS + 2 PUERTOS SFP DE UPLINK / POE HASTA 250 METROS / CONEXIÓN REMOTA DESDE HIK-PARTNERPRO / 370 W | 5764.00 |
| Gabinete de Pared 16U Perforado SR-1916-GFP-VR2 | SR-1916-GFP-VR2 | GABINETE DE PARED FIJO, PUERTA PERFORADA, RACK 19" DE 16 UR. | 5165.00 |
| Caja de Canaleta 20x10mm 42 Piezas CC20X10 | CC20X10 | CAJA DE CANALETA CON 42 PZS 20X10 mm | 3985.00 |
| Bote 100 Plugs RJ45 Cat6 Blindado sin Tierra TC6S-100 | TC6S-100 | BOTE CON 100 PIEZAS DE PLUG MODULAR RJ45 CAT6 BLINDADO, CHAPADO DE ORO A 30 MICRAS PARA DURABILIDAD EXTREMA SIN PIN DE TIERRA | 524.53 |
| Cable de Fibra Óptica 6 Hilos FSWN906 | FSWN906 | CABLE DE FIBRA ÓPTICA DE 6 HILOS, OSP (PLANTA EXTERNA), ARMADA, 250UM, MONOMODO OS2, PRECIO POR METRO | 98.00 |
| Switch Giga 8 Puertos GSD-803 | GSD-803 | SWITCH DE ESCRITORIO NO ADMINISTRABLE, 8 PUERTOS GIGABIT 10/100/1000 MBPS, TECNOLOGÍA DE AHORRO DE ENERGÍA DE HASTA UN 40% | 981.00 |
| Router Administrable Cloud RG-EG105G-V2 | RG-EG105G-V2 | ROUTER ADMINISTRABLE CLOUD CON 3 PUERTOS LAN GIGABIT, 1 PUERTO WAN GIGABIT Y 1 PUERTO LAN/WAN GIGABIT CONFIGURABLE, HASTA 100 CLIENTES CON DESEMPEÑO DE 600 MBPS ASIMÉTRICOS | 2555.72 |
| Bobina Cable UTP Cat6 Mejorado Azul PUC6004BU-FE | PUC6004BU-FE | BOBINA DE CABLE UTP 305 M. DE COBRE, TX6000™ PANNET, REELEX, AZUL, CATEGORÍA 6 MEJORADO (23 AWG), PVC (CM), DE 4 PARES | 6399.99 |
| CPE PowerBeam M2 18dBi PBE-M2-400 | PBE-M2-400 | POWERBEAM AIRMAX M2, HASTA 150 MBPS, FRECUENCIA 2 GHZ (2405 - 2475 MHZ) CON ANTENA TIPO PLATO DE 18 DBI | 4660.65 |
| Motor para Garage con App FS1000-APP | FS1000-APP | MOTOR P/ PUERTAS GARAGE / 1/2HP / SILENCIOSO / RESPALDO BATERÍA / RIEL 3 MTS / SECCIONES TIPO "C" / 2 CONTROLES INALÁMBRICOS VISERA / 1 CONTROL INALÁMBRICO PARED / APERTURA MEDIANTE APP / CONEXION CERRADURA ELECTICA | 5520.00 |
| Kit de Riel Tipo T ACCESSRAILT3 | ACCESSRAILT3 | KIT DE RIEL TIPO T / COMPATIBLE CON MOTOR ACCESSFORCE Y FS1000SPEED / INCLUYE 3 SECCIONES DE RIEL / 2 COPLES / 6 MTS DE CADENA . | 1074.00 |
| Cubierta Protectora para Motor ACCESS-COVERV2 | ACCESS-COVERV2 | CUBIERTA PROTECTORA / INSTALACIONES AL EXTERIOR / PARA MOTOR ACCESSFORCE. | 990.00 |
| Soporte para Riel en PTR 1 1/2" SOP01 | SOP01 | SOPORTES PARA RIEL EN PTR 1 1/2" | 1250.00 |
| Carro Transportador para Cadena FORCE-TROLLEY-T | FORCE-TROLLEY-T | CARRO TRANSPORTADOR / PARA CADENA / RIEL TIPO T. | 680.00 |
| Conmutador IP-PBX UCM6304A | UCM6304A | CONMUTADOR IP-PBX PARA HASTA 1000 USUARIOS Y 150 LLAMADAS SIMULTANEAS, 4FXO, 4FXS, SOLUCIÓN PARA PYMES | 16828.00 |
| Teléfono IP 2 Líneas GXP-1615 | GXP-1615 | TELÉFONO IP SMB DE 2 LÍNEAS, 1 CUENTA SIP CON 3 TECLAS DE FUNCIÓN PROGRAMABLES Y CONFERENCIA DE 3 VÍAS. POE | 1163.00 |
| Teléfono IP Empresarial 4 Líneas GXP-2140 | GXP-2140 | TELÉFONO IP EMPRESARIAL PARA 4 LÍNEAS. PUEDE AGREGAR HASTA 160 BLF (TECLAS DE MARCACIÓN RÁPIDA) CON CUATRO GXP2200EXT | 3951.00 |
| Módulo de Expansión para Teléfono IP GXP-2200-EXT | GXP-2200-EXT | MÓDULO DE EXPANSIÓN PARA GXP2140, GXP2170 Y GXV3240 | 3255.99 |
| Switch PoE 24+2SFP GSW-2620VHP | GSW-2620VHP | SWITCH POE DE 24 PUERTOS GIGABIT 802.3AF/AT CON MODO EXTENDIDO 250 M, 2 PUERTOS SFP 1000SX , PANTALLA LCD PARA CONFIGURACIÓN BÁSICA, HASTA 300 W PARA POE | 10344.00 |
| Teléfono IP Portátil WP-810 | WP-810 | TELÉFONO IP PORTÁTIL CON CONEXIÓN A TRAVÉS DE WI-FI, 2 LÍNEAS, 2 CUENTAS SIP | 2850.29 |
| Teléfono IP Empresarial X3U | X3U | TELÉFONO IP EMPRESARIAL CON ESTÁNDARES EUROPEOS, 6 LINEAS SIP CON PANTALLA LCD A COLOR, PUERTOS GIGABIT, IPV6, OPUS Y CONFERENCIA DE 3 VÍAS, POE/DC | 2174.14 |
| Tubo Conduit 1 1/2" Pared Delgada JU-PD-112-TUB | JU-PD-112-TUB | TUBO CONDUIT 1 1/2" PARED DELGADA(38MM) X 3, GALVANIZADO ETIQUETA VERDE, CALIBRE 16 | 481.00 |
| Cable de Parcheo UTP Cat6 2m NK6PC7BUY | NK6PC7BUY | CABLE DE PARCHEO UTP CATEGORÍA 6, CON PLUG MODULAR EN CADA EXTREMO - 2 M. - AZUL | 185.50 |
| Cable de Parcheo UTP Cat6 1m NK6PC10BUY | NK6PC10BUY | CABLE DE PARCHEO UTP CATEGORÍA 6, CON PLUG MODULAR EN CADA EXTREMO - 1 M. - AZUL | 142.24 |
| Access Point UniFi WiFi 6 U6-LITE | U6-LITE | ACCESS POINT UNIFI DOBLE BANDA 802.11AX WIFI 6, 5 GHZ (MU-MIMO 2X2 Y OFDMA) Y 2.4 GHZ (MIMO 2X2) WIFI 6 | 4100.00 |
| Cámara Oculta IP 2MP DS-2CD2D25G1/M-D/NF | DS-2CD2D25G1/M-D/NF | CÁMARA OCULTA IP 2 MEGAPIXEL / LENTE 2.8 MM / H.265+ / INTERIOR / WDR / 12 VCC / ULTRA BAJA ILUMINACIÓN / ENTRADA DE AUDIO | 2123.48 |
| Servicio Mantenimiento Torre 15m MTOTORRE15M | MTOTORRE15M | SERVICIO DE MANTENIMIENTO A TORRE ARRIOSTRADA Z35 DE PISO 15M DE ALTO CONSISTE EN: CARDEO DE ESTRUCTURA (ELIMINAR PINTURA EXISTENTE) SIMINISTRO Y MANO DE OBRA DE PINTURA A BASE DE AGUA, TENSION DE RETENIDAS Y REMPLAZO DE PERROS (TODOS). | 15500.00 |
| Tubo PVC Conduit Pesado 1 1/2" ATUP-112-TUB | ATUP-112-TUB | TUBO PVC CONDUIT PESADO DE 1 1/2" (38 MM) DE 3 M. | 125.00 |
| Botón de Salida Plástico | PRO802B | BOTÓN DE SALIDA DE PLÁSTICO / CONTACTO NORMALMENTE ABIERTO | 290.00 |
| Kit Videoportero IP Lite Touch | DSKIS605PL(T) | KIT DE VIDEOPORTERO IP LITE TOUCH CON LLAMADA A APP DE SMARTPHONE (HIK-CONNECT) / APERTURA CON TARJETA / SOPORTA POE ESTÁNDAR / INCLUYE 1 MONITOR TOUCH | 5469.00 |
| Operador FAAC 884 para Puertas Corredizas | 109885 | OPERADOR FAAC 884 PARA PUERTAS CORREDIZAS DE HASTA 3500 KG / LONGITUD MÁXIMA DE LA HOJA 42 M | 59900.00 |
| Base de Fijación para FAAC 884 | 737628 | BASE DE FIJACION PARA FAAC 884 | 2498.00 |
| Piñón Z16 para FAAC 884 | 719169 | PIÑON Z16 MÓDULO 6 PARA OPERADOR FAAC 884 | 2135.00 |
| Cremallera Módulo 6 para Motores CAME | 009-CGZ6 | CREMALLERA MODULO 6 (M6) PARA MOTORES CAME 001BK2200/2210 | 592.00 |
| Cable para Cercas Electrificadas 100m | AWG100A | CABLE DOBLE AISLADO DE ALTA DURABILIDAD PARA CERCAS ELECTRIFICADAS BOBINA CON 100 MTS (CABLE BUJIA) | 1500.00 |
| Servicio Instalación Cámara Turbo HD | SERVIHD | SERVICIO DE INSTALACIÓN Y PROGRAMACIÓN DE CAMARA TURBO HD | 550.00 |
| Nodos de Red con Doble Salida | NRED | NODOS DE RED CON DOBLE SALIDA | 990.00 |
| Panel de Parcheo Mod. Mini-Com 48 Puertos | CP48BLY | PANEL DE PARCHEO MODULAR MINI-COM (SIN CONECTORES), PLANO, TOTALMENTE BLINDADO, DE 48 PUERTOS, 2UR | 3643.42 |
| Conector Jack Keystone Cat6 Azul | NK688MBU | CONECTOR JACK ESTILO 110 (DE IMPACTO), TIPO KEYSTONE, CATEGORÍA 6, DE 8 POSICIONES Y 8 CABLES, COLOR AZUL | 216.07 |
| UPS Línea Interactiva 1500VA | OM1500ATLCD | UPS DE 1500 VA/900 W, TOPOLOGÍA LÍNEA INTERACTIVA, ENTRADA 120 VCA NEMA 5-15P, Y 8 SALIDAS NEMA 5-15R, CON REGULADOR DE VOLTAJE (AVR) | 4408.04 |
| PDU Básico 8+2 Tomas, 15A | PDU15B2F8R | PDU BÁSICO PARA DISTRIBUCIÓN DE ENERGÍA, CON 8 TOMAS NEMA 5-15R TRASERAS Y 2 TOMAS 5-15R FRONTALES, 1UR, 15 AMP, 120 VCA | 1690.35 |
| NVR 16 Canales 4K Hikvision | DS-7616NI-Q2/16P(D) | NVR 8 MEGAPIXEL (4K) (COMPATIBLE CON CÁMARAS ACUSENSE) / 16 CANALES IP / 16 PUERTOS POE+ / 2 BAHÍAS DE DISCO DURO / SALIDA DE VÍDEO EN 4K | 5410.14 |
| Cámara Bala IP 4K Hikvision | DS-2CD1083G0-I(UF)(C) | BALA IP 8 MEGAPIXEL (4K) / LENTE 2.8 MM / 30 MTS IR / EXTERIOR IP67 / HIK-CONNECT P2P / H.265+ / POE / MICROFONO INTEGRADO / WDR 120 DB / ONVIF / MICRO SD | 3153.01 |
| Smart TV Samsung Series 7 43" 4K | UN43AU7000FXZX | SMART TV SAMSUNG SERIES 7 UN43AU7000FXZX LED TIZEN 4K 43" 110V - 127V | 9850.00 |
| Soporte para TV con Mano de Obra | STV | SOPORTE PARA TV / INCLUYE MANO DE OBRA | 103.45 |
| Cable HDMI 10m High Speed 4K | TTHDMI10M | CABLE HDMI DE 10 METROS (HIGH SPEED) / RESOLUCIÓN 4K / SOPORTA CANAL DE RETORNO DE AUDIO (ARC) / SOPORTA 3D / BLINDADO PARA REDUCIR INTERFERENCIA / CHAPADO EN ORO / ALTA RESISTENCIA Y DURABILIDAD. | 603.10 |
| Contacto Magnético de 42mm Gap | SF-2071-AR | CONTACTO MAGNÉTICO / USO RUDO EN PUERTAS Y VENTANAS / 42MM DE GAP | 700.00 |
| Detector PIR Inalámbrico Doble Tecnología | DS-PDD12P-EG2-WB/UB | (AX PRO) DETECTOR PIR INALÁMBRICO DE DOBLE TECNOLOGÍA / INMUNIDAD A MASCOTAS / RANGO DE DETECCIÓN DE 12 MTS / ANGULO DE 85.9° DE COBERTURA + MONTAJE UNIVERSAL | 1985.00 |
| Comunicador Dual IP/3G Serie NEO | TL2803GE-LAT | NEO COMUNICADOR DUAL IP/3G HSPA SERIE NEO, CON APLICACION "CONNECTALARM" | 6300.00 |
| Transceptor Power G Host 128 Zonas | HSM2HOST9 | MÓDULO TRANSCEPTOR POWER G FUNCIÓN DE HOST SOPORTA 128 ZONAS INALAMBRICAS COMPATIBLE CON PANEL NEO, PRO | 2513.87 |
| Fuente Tipo Tarjeta con Respaldo | SMP-5 | FUENTE TIPO TARJETA DE 1 SALIDA SELECCIONABLE DE 6,12, 24 VCC @ 4 A, CON CAPACIDAD DE RESPALDO, REQUIERE TRANSFORMADOR DE ENTRADA. | 1987.27 |
| Bobina Cable POT 305m 2x18 AWG | 1004-1101/1000 | BOBINA DE 305 METROS DE CABLE POT / 2X18 AWG / USO INTERIOR / TIPO CL2 / FORRO BLANCO PARA APLICACIONES EN : ALARMAS/CONTROL DE ACCESO/ INTERFONOS Y TV PORTEROS/AUDIO/VOCEO. | 3820.00 |
| Soporte para Sensores de Humo | SOPHUMO | SOPORTE FABRICADO CON TUBO Y PLACA DEMETAL PARA SENSORES DE HUMO | 690.00 |
| Gabinete Rack 19" 24U con Puerta de Cristal | SR-1924-GFP | GABINETE PARA MONTAJE EN PARED, PUERTA DE CRISTAL TEMPLADO, CUERPO FIJO CON RACK 19" DE 24 UNIDADES | 7462.61 |
| Switch Cisco CBS110 24 Puertos No Administrado | CBS110-24P | CISCO CBS110 GE DE 24 PUERTOS NO ADMINISTRADOS | 5648.00 |
| Organizador de Cables Horizontal 2U | WMPF1E | ORGANIZADOR DE CABLES HORIZONTAL PATCHLINK, SENCILLO (SOLO FRONTAL), PARA RACK DE 19IN, 2UR | 1226.60 |
| Patch Panel Max Modular 48 Puertos | MX-PNL-48 | PATCH PANEL MAX MODULAR (VACÍO), DE 48 PUERTOS, PLANO, 2UR | 1644.00 |
| Jack Max UTP Cat6 Azul | MX6-F06 | JACK MAX UTP CATEGORÍA 6, ESTILO 110, MONTAJE PLANO, COLOR AZUL | 149.00 |
| UPS Línea Interactiva 1500VA/900W | EPU1500LCD | UPS DE 1500VA/900W / TOPOLOGÍA LÍNEA INTERACTIVA / ENTRADA Y SALIDA 120 VCA/ CLAVIJA NEMA 5-15P / 6 TOMAS NEMA 5-15R | 3650.00 |
| Bobina Cable CAT5e Blanco 305m | PRO-CAT-5E-W | BOBINA DE CABLE DE 305 M, ( 1000 FT ), CAT5E, ALTO RENDIMIENTO, COLOR BLANCO, UL, PARA APLICACIONES EN VIDEO VIGILANCIA, REDES DE DATOS. USO EN INTERIOR | 3933.22 |
| Chapa de Cañón Chico para Gabinete | MS-456-17D | CHAPA DE CAÑON CHICO PARA GABINETE METÁLICO. | 287.00 |
| Poste para Cerca Electrificada 1.2m | SYS-POST-3B | POSTE CON 5 AISLADORES DE PASO PARA CERCA ELECTRIFICADA. TUBO GALVANIZADO DE 1.2M, CAL. 18 DE 1" DIAM. + PINTURA NEGRA APLICACIÓN EN POLVO. | 154.00 |
| Cerradura de Sobreponer Clásica | CS-75D | CERRADURA DE SOBREPONER, CLÁSICA, INSTALACIÓN FÁCIL | 350.00 |
| Servicio Mantenimiento CPU y Software IVMS | MTO-CPU-01 | SERVICIO DE MANTENIMIENTO A CPU INCLUYE LIMPIEZA DEL EQUIPO CON SOLVENTES Y ACTUALIZACION DEL SISTEMA  IVMS - 4200 PARA VIDEOVIGILANCIA | 750.00 |
| Fuente Poder 12VCC para 4 Cámaras | DS2FA1225C4/K | FUENTE DE PODER REGULADA 12 VCC / 13.5 VCC / 15 VCC PARA 4 CÁMARAS / 1 AMP POR SALIDA / VOLTAJE DE ENTRADA 90 - 130 VCA / SOPORTA 4K / MODO PARA LARGAS DISTANCIAS | 768.54 |
| Cámara Turret TurboHD 2MP | E8-TURBO-C | TURRET TURBOHD 2 MEGAPIXELES (1080P) / IMAGEN A COLOR 24/7 / LENTE 2.8 MM / METAL / LUZ BLANCA 20 MTS / EXTERIOR IP67 / TVI-AHD-CVI-CVBS / DWDR | 867.29 |
| Servicio Mantenimiento Tarjeta de Comunicaciones | MTO-COMS-01 | SERVICIO DE MANTENIMIENTO A TARJETA DE COMUNICACIONES Y MÓDULO DE ALIMENTACIÓN, INCLUYE PIEZA DE PANEL DE CONTROL, GABINETE Y CONEXIONES) | 1290.00 |
| Servicio Mantenimiento Equipos de Alarma | MTO-ALARM-01 | SERVICIO DE MANTENIMIENTO A EQUIPOS DE SISTEMA DE ALARMA TALES COMO: SENSORES, CONTACTOS MAGNÉTICOS, ENTRE OTROS) | 6785.00 |
| Servicio Mantenimiento Sistema de Alarma | MTO-SIS-01 | SERVICIO DE MANTENIMIENTO SISTEMA DE ALARMA Y SUS COMPONENTES, REVISIÓN DE CABLEADO, ALIMENTADORES DE ENERGÍA Y SISTEMAS DE RESPALDOS | 3680.00 |
| Servicio Instalación Software Control Acceso Hotel | SERVI1049 | SERVICIO DE CONFIGURACION, CAPACITACION E INSTALACION DE SOFTWARE EN PC DE SISTEMA DE CONTROL DE ACCESO HOTELERO | 1500.00 |
| Servicio | SERVI1050 | SERVICIO | 20.00 |
| Servicio | SERVI1051 | SERVICIO | 150.00 |
| Servicio | SERVI1052 | SERVICIO | 150.00 |
| Servicio | SERVI1053 | SERVICIO | 69.00 |
| Tarjeta Acceso Dual RFID UHF/Proximidad | ACCESSDUALUP | TARJETA TECNOLOGÍA DUAL: RFID (UHF) 900 MHZ/PROXIMIDAD 125 KHZ PARA USO EN OFICINAS Y ESTACIONAMIENTOS | 59.68 |
| Punto de Acceso WiFi6 Interior 5.9Gbps | RG-RAP2260(H) | PUNTO DE ACCESO CON DOBLE PUERTO MULTI-GIGABIT 2.5G WI-FI6 INTERIOR EN TECHO HASTA 5.9 GBPS, DOBLE BANDA 802.11 AX6000 MU-MIMO 4X4 | 7200.00 |
| Switch Administrable 5 Puertos POE | RG-ES205GC-P | SWITCH ADMINISTRABLE POE CON 5 PUERTOS GIGABIT, 4 POE 802.3AF/AT, GESTIÓN GRATUITA DESDE LA NUBE, 54W | 1609.00 |
| Fuente Redundante 150W para Switch Ruijie | RG-PA150IB-F | FUENTE DE ALIMENTACIÓN REDUNDANTE DE 150W PARA SWITCHES RG-S5760-X SERIES | 5465.00 |
| Servicio Retroexcavadora por Hora | SERVIRETRO | SERVICIO POR HORA DE RETROESCAVADORA CON OPERADOR Y COMBUSTIBLE | 732.76 |
| Memoria MicroSD 128GB Clase 10 | HS-TF-C1/128G | MEMORIA MICROSD PARA CELULAR O TABLET / 128 GB / MULTIPROPÓSITO / CLASE 10 | 177.35 |
| Switch Unifi USW-PRO-48 | USW-PRO-48 | UNIFI SWITCH USW-PRO-48, CAPA 3 DE 48 PUERTOS GIGABIT RJ-45 + 4 PUERTOS 1/10G SFP+, PANTALLA INFORMATIVA | 19800.00 |
| Switch Unifi USW-PRO-48-POE Gen2 | USW-PRO-48-POE | UNIFI SWITCH USW-PRO-48-POE GEN2, CAPA 3 DE 48 PUERTOS POE 802.3AT/BT + 4 PUERTOS 1/10G SFP+, 600W, PANTALLA INFORMATIVA | 30780.00 |
| Llavero de Proximidad Rosslare | AT-R261BO | LLAVERO DE PROXIMIDAD EN ARO ROSSLARE | 95.00 |
| Tarjeta de Proximidad Estándar ISO Card | ATR-11 | TARJETA DE PROXIMIDAD ESTÁNDAR ISO CARD (DELGADA). DE LAS MÁS ALTA CALIDAD PARA IMPRESIÓN | 95.00 |
| Conmutador IP-PBX UCM6308 | UCM6308 | CONMUTADOR IP-PBX PARA HASTA 3000 USUARIOS Y 450 LLAMADAS SIMULTANEAS, 8FXO, 8FXS, PARA SOLUCIÓN DE COMUNICACIONES UNIFICADAS Y COLABORACIÓN | 21815.00 |
| Gabinete Metálico para DVR/NVR | GABVID1R3 | GABINETE METÁLICO DE SEGURIDAD PARA DVR/NVR. TAMAÑO MAX. DE DVR/NVR: 315 X 62 X 288 MM (AN. X AL. X PROF.) | 2490.00 |
| Disco Duro WD Purple 8TB | WD8002PURP | DISCO DURO WD DE 8TB / 7200RPM / OPTIMIZADO PARA SOLUCIONES DE VIDEO INTELIGENTE | 6116.00 |
| Mini Domo PTZ IP 4MP Darkfighter | DS-2DE2A404IW-DE3(C0)(S6)(C) | MINI DOMO PTZ IP 4 MEGAPIXEL / 4X ZOOM / H.265+ / 20 MTS IR EXIR / WDR / POE / IK10 /EXTERIOR IP66 / DARKFIGHTER / MICRÓFONO INTEGRADO / MICROSD | 4819.00 |
| Adaptador POE Ubiquiti 48VDC | U-POE-AF | ADAPTADOR POE UBIQUITI (48 VDC, 0.32 A) PUERTO GIGABIT, IDEAL PARA EQUIPOS UNIFI | 385.16 |
| Teléfono IP Empresarial 12 Líneas | GXP-2170 | TELÉFONO IP EMPRESARIAL DE 12 LÍNEAS CON 5 TECLAS DE FUNCIÓN Y CONFERENCIA DE 4 VÍAS, POE | 4490.01 |
| Montaje Universal Tipo-J | J-MOUNT | MONTAJE UNIVERSAL TIPO-J PARA SUPERFICIES PLANAS, COMPATIBLE CON CUALQUIER EQUIPO | 479.00 |
